Id,Category
281,0
282,0
283,1
284,0
285,0
286,0
287,1
288,0
289,1
290,1
291,0
292,1
293,0
294,0
295,0
296,1
297,0
298,0
299,0
300,1
301,0
302,0
303,0
304,0
305,0
306,1
307,0
308,1
309,0
310,1
311,1
312,0
313,0
314,0
315,1
316,1
317,0
318,0
319,0
320,0
321,1
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,1
330,0
331,0
332,0
333,0
334,1
335,0
336,0
337,0
338,0
339,1
340,1
341,0
342,0
343,1
344,1
345,1
346,0
347,1
348,0
349,1
350,0
351,0
352,0
353,0
354,0
355,1
356,0
357,1
358,0
359,1
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,1
370,0
371,1
372,1
373,0
374,0
375,0
376,1
377,1
378,1
379,0
380,1
381,1
382,0
383,0
384,0
385,0
386,1
387,1
388,0
389,0
390,0
391,0
392,0
393,1
394,1
395,0
396,0
397,1
398,0
399,0
400,1
401,0
402,1
403,0
404,1
405,1
406,1
407,1
408,0
409,0
410,0
411,0
412,0
413,1
414,1
415,0
416,1
417,1
418,0
419,1
420,1
421,1
422,1
423,0
424,0
425,1
426,1
427,0
428,0
429,1
430,0
431,0
432,0
433,0
434,0
435,1
436,0
437,0
438,1
439,0
440,0
441,0
442,1
443,1
444,0
445,1
446,0
447,1
448,0
449,0
450,1
451,1
452,1
453,0
454,1
455,0
456,1
457,1
458,0
459,0
460,0
461,1
462,0
463,1
464,0
465,1
466,0
467,1
468,0
469,1
470,0
471,1
472,1
473,1
474,1
475,1
476,0
477,1
478,1
479,1
480,0
481,0
482,1
483,0
484,0
485,0
486,1
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,1
495,0
496,1
497,1
498,0
499,1
500,0
501,0
502,0
503,1
504,0
505,1
506,0
507,1
508,1
509,0
510,0
511,0
512,0
513,1
514,0
515,0
516,0
517,1
518,1
519,0
520,0
521,1
522,0
523,1
524,0
525,0
526,1
527,0
528,1
529,0
530,1
531,1
532,0
533,1
534,1
535,0
536,0
537,1
538,1
539,0
540,1
541,1
542,0
543,0
544,0
545,1
546,1
547,0
548,0
549,1
550,0
551,1
552,0
553,0
554,0
555,1
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,1
566,1
567,0
568,0
569,1
570,0
571,1
572,1
573,0
574,0
575,0
576,1
577,0
578,0
579,0
580,0
581,0
582,1
583,1
584,0
585,1
586,0
587,1
588,0
589,0
590,0
591,0
592,0
593,0
594,1
595,0
596,1
597,0
598,1
599,1
600,0
601,1
602,0
603,1
604,1
605,1
606,0
607,0
608,0
609,0
610,1
611,1
612,0
613,0
614,0
615,0
616,1
617,1
618,0
619,0
620,0
621,1
622,1
623,0
624,0
625,0
626,0
627,1
628,0
629,0
630,0
631,0
632,1
633,0
634,0
635,0
636,0
637,0
638,1
639,1
640,0
641,1
642,1
643,0
644,0
645,0
646,0
647,1
648,1
649,1
650,0
651,0
652,0
653,0
654,0
655,1
656,0
657,0
658,0
659,1
660,0
661,1
662,0
663,0
664,0
665,1
666,0
667,1
668,0
669,1
670,1
671,0
672,0
673,1
674,1
675,1
676,0
677,0
678,1
679,0
680,0
681,0
682,1
683,1
684,0
685,0
686,0
687,1
688,0
689,0
690,0
691,0
692,1
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,1
701,0
702,1
703,1
704,1
705,0
706,0
707,0
708,1
709,0
710,0
711,0
712,1
713,1
714,1
715,0
716,1
717,0
718,1
719,0
720,1
721,1
722,0
723,0
724,1
725,1
726,1
727,0
728,0
729,1
730,0
731,0
732,0
733,1
734,0
735,0
736,0
737,1
738,0
739,1
740,1
741,0
742,1
743,0
744,1
745,1
746,0
747,1
748,1
749,0
750,1
751,0
752,1
753,0
754,0
755,1
756,0
757,1
758,1
759,0
760,1
761,0
762,1
763,0
764,1
765,0
766,0
767,1
768,0
769,0
770,0
771,1
772,0
773,0
774,1
775,1
776,1
777,0
778,0
779,0
780,0
781,1
782,0
783,0
784,0
785,1
786,1
787,1
788,0
789,1
790,0
791,0
792,1
793,1
794,0
795,1
796,1
797,0
798,0
799,0
800,1
801,1
802,0
803,1
804,0
805,1
806,0
807,1
808,1
809,0
810,0
811,1
812,1
813,1
814,1
815,0
816,1
817,1
818,0
819,1
820,0
821,1
822,0
823,1
824,0
825,1
826,0
827,1
828,0
829,1
830,0
831,1
832,0
833,1
834,0
835,0
836,1
837,0
838,1
839,1
840,0
841,1
842,1
843,0
844,0
845,0
846,1
847,0
848,1
849,0
850,1
851,1
852,0
853,0
854,1
855,1
856,0
857,1
858,0
859,1
860,0
861,0
862,1
863,1
864,1
865,0
866,1
867,0
868,0
869,1
870,0
871,1
872,0
873,0
874,1
875,0
876,0
877,0
878,0
879,1
880,0
881,1
882,0
883,0
884,0
885,1
886,0
887,0
888,0
889,0
890,1
891,1
892,1
893,0
894,0
895,0
896,0
897,1
898,1
899,0
900,1
901,0
902,0
903,0
904,0
905,1
906,0
907,0
908,1
909,0
910,1
911,0
912,0
913,0
914,1
915,1
916,1
917,1
918,0
919,0
920,0
921,1
922,0
923,0
924,1
925,0
926,0
927,1
928,1
929,0
930,1
931,1
932,0
933,0
934,1
935,1
936,1
937,1
938,1
939,0
940,1
941,1
942,0
943,1
944,1
945,0
946,0
947,0
948,1
949,1
950,0
951,1
952,1
953,1
954,1
955,0
956,0
957,1
958,0
959,0
960,0
961,0
962,1
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,1
971,0
972,0
973,0
974,0
975,0
976,0
977,1
978,0
979,0
980,1
981,1
982,0
983,0
984,1
985,1
986,1
987,1
988,0
989,0
990,1
991,0
992,0
993,0
994,1
995,0
996,0
997,0
998,0
999,1
1000,0
1001,1
1002,0
1003,0
1004,0
1005,1
1006,1
1007,0
1008,0
1009,0
1010,0
1011,1
1012,1
1013,0
1014,1
1015,1
1016,0
1017,1
1018,1
1019,0
1020,1
1021,1
1022,1
1023,0
1024,1
1025,1
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,1
1034,1
1035,0
1036,0
1037,1
1038,0
1039,1
1040,1
1041,1
1042,1
1043,1
1044,1
1045,0
1046,1
1047,0
1048,1
1049,1
1050,0
1051,1
1052,1
1053,0
1054,0
1055,1
1056,0
1057,1
1058,0
1059,0
1060,0
1061,0
1062,1
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,1
1070,1
1071,1
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,1
1080,0
1081,1
1082,0
1083,1
1084,1
1085,1
1086,1
1087,1
1088,1
1089,1
1090,0
1091,1
1092,0
1093,0
1094,0
1095,1
1096,0
1097,1
1098,0
1099,0
1100,1
1101,0
1102,1
1103,0
1104,0
1105,0
1106,1
1107,1
1108,1
1109,1
1110,0
1111,0
1112,1
1113,0
1114,0
1115,0
1116,1
1117,1
1118,1
1119,1
1120,1
1121,0
1122,0
1123,1
1124,1
1125,1
1126,0
1127,1
1128,1
1129,0
1130,1
1131,0
1132,1
1133,0
1134,1
1135,1
1136,0
1137,1
1138,1
1139,0
1140,0
1141,1
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,1
1149,1
1150,0
1151,1
1152,1
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,1
1164,0
1165,0
1166,0
1167,1
1168,1
1169,0
1170,0
1171,0
1172,0
1173,1
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,1
1181,0
1182,1
1183,1
1184,0
1185,1
1186,1
1187,1
1188,1
1189,1
1190,0
1191,1
1192,0
1193,0
1194,0
1195,0
1196,1
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,1
1204,0
1205,0
1206,1
1207,1
1208,0
1209,1
1210,1
1211,1
1212,0
1213,0
1214,1
1215,1
1216,0
1217,0
1218,1
1219,0
1220,1
1221,0
1222,1
1223,0
1224,0
1225,0
1226,0
1227,1
1228,1
1229,1
1230,1
1231,0
1232,0
1233,1
1234,1
1235,0
1236,1
1237,0
1238,0
1239,1
1240,0
1241,1
1242,1
1243,1
1244,0
1245,1
1246,0
1247,0
1248,0
1249,0
1250,1
1251,0
1252,0
1253,1
1254,0
1255,0
1256,1
1257,0
1258,0
1259,0
1260,1
1261,0
1262,0
1263,1
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,1
1276,1
1277,1
1278,0
1279,1
1280,1
1281,0
1282,0
1283,0
1284,1
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,1
1292,1
1293,1
1294,0
1295,0
1296,0
1297,0
1298,0
1299,1
1300,0
1301,1
1302,0
1303,0
1304,0
1305,1
1306,1
1307,0
1308,0
1309,1
1310,1
1311,1
1312,0
1313,0
1314,1
1315,0
1316,1
1317,1
1318,1
1319,1
1320,1
1321,0
1322,0
1323,0
1324,1
1325,1
1326,0
1327,0
1328,0
1329,1
1330,0
1331,0
1332,0
1333,1
1334,0
1335,0
1336,0
1337,1
1338,0
1339,0
1340,1
1341,0
1342,0
1343,1
1344,0
1345,1
1346,1
1347,1
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,1
1356,1
1357,1
1358,0
1359,1
1360,0
1361,0
1362,1
1363,0
1364,1
1365,0
1366,1
1367,1
1368,1
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,1
1379,1
1380,0
1381,1
1382,1
1383,1
1384,1
1385,1
1386,1
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,1
1394,1
1395,1
1396,1
1397,0
1398,0
1399,1
1400,0
1401,1
1402,0
1403,1
1404,1
1405,0
1406,0
1407,1
1408,1
1409,0
1410,0
1411,1
1412,1
1413,0
1414,0
1415,0
1416,1
1417,0
1418,0
1419,0
1420,1
1421,1
1422,0
1423,0
1424,0
1425,0
1426,0
1427,1
1428,0
1429,1
1430,1
1431,0
1432,0
1433,1
1434,0
1435,0
1436,1
1437,0
1438,1
1439,1
1440,0
1441,1
1442,1
1443,0
1444,0
1445,0
1446,0
1447,0
1448,1
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,1
1456,0
1457,1
1458,1
1459,1
1460,0
1461,0
1462,1
1463,1
1464,0
1465,0
1466,0
1467,1
1468,0
1469,0
1470,0
1471,1
1472,0
1473,0
1474,1
1475,0
1476,0
1477,1
1478,0
1479,1
1480,1
1481,0
1482,1
1483,0
1484,0
1485,1
1486,1
1487,1
1488,1
1489,1
1490,1
1491,1
1492,1
1493,0
1494,1
1495,0
1496,1
1497,0
1498,1
1499,0
1500,0
1501,1
1502,1
1503,0
1504,0
1505,1
1506,1
1507,0
1508,0
1509,1
1510,0
1511,1
1512,1
1513,0
1514,1
1515,0
1516,1
1517,0
1518,0
1519,0
1520,1
1521,0
1522,0
1523,0
1524,1
1525,0
1526,0
1527,1
1528,1
1529,0
1530,1
1531,0
1532,1
1533,0
1534,0
1535,1
1536,0
1537,1
1538,0
1539,0
1540,0
1541,0
1542,0
1543,0
1544,1
1545,1
1546,0
1547,0
1548,1
1549,0
1550,1
1551,0
1552,0
1553,1
1554,1
1555,1
1556,0
1557,0
1558,1
1559,0
1560,0
1561,1
1562,0
1563,0
1564,0
1565,0
1566,0
1567,1
1568,1
1569,0
1570,0
1571,0
1572,1
1573,1
1574,1
1575,1
1576,1
1577,0
1578,0
1579,0
1580,0
1581,1
1582,1
1583,0
1584,1
1585,1
1586,1
1587,1
1588,0
1589,0
1590,0
1591,0
1592,0
1593,1
1594,0
1595,1
1596,0
1597,1
1598,0
1599,0
1600,0
1601,1
1602,1
1603,0
1604,1
1605,0
1606,1
1607,0
1608,1
1609,0
1610,0
1611,0
1612,1
1613,0
1614,0
1615,0
1616,0
1617,0
1618,1
1619,0
1620,1
1621,0
1622,0
1623,0
1624,1
1625,1
1626,1
1627,1
1628,1
1629,0
1630,1
1631,0
1632,0
1633,0
1634,0
1635,1
1636,1
1637,1
1638,1
1639,0
1640,0
1641,1
1642,0
1643,1
1644,0
1645,0
1646,1
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,1
1654,0
1655,1
1656,1
1657,0
1658,0
1659,1
1660,0
1661,0
1662,0
1663,0
1664,0
1665,1
1666,1
1667,1
1668,1
1669,0
1670,1
1671,1
1672,1
1673,0
1674,0
1675,1
1676,1
1677,0
1678,0
1679,0
1680,1
1681,1
1682,0
1683,1
1684,0
1685,0
1686,0
1687,0
1688,1
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,1
1697,0
1698,0
1699,0
1700,1
1701,1
1702,1
1703,1
1704,1
1705,1
1706,1
1707,0
1708,0
1709,0
1710,0
1711,0
1712,1
1713,0
1714,0
1715,0
1716,1
1717,0
1718,0
1719,0
1720,0
1721,0
1722,0
1723,1
1724,1
1725,0
1726,0
1727,0
1728,1
1729,0
1730,1
1731,1
1732,1
1733,0
1734,1
1735,0
1736,1
1737,1
1738,0
1739,0
1740,1
1741,0
1742,0
1743,0
1744,0
1745,0
1746,0
1747,0
1748,1
1749,0
1750,0
1751,0
1752,0
1753,1
1754,0
1755,0
1756,1
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,1
1765,0
1766,1
1767,0
1768,0
1769,1
1770,1
1771,0
1772,1
1773,1
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,0
1781,1
1782,1
1783,0
1784,0
1785,0
1786,1
1787,1
1788,1
1789,1
1790,0
1791,1
1792,1
1793,0
1794,1
1795,1
1796,1
1797,1
1798,0
1799,1
1800,0
1801,1
1802,0
1803,1
1804,1
1805,1
1806,0
1807,0
1808,0
1809,0
1810,0
1811,1
1812,0
1813,1
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,1
1822,0
1823,0
1824,1
1825,0
1826,0
1827,1
1828,0
1829,1
1830,1
1831,1
1832,1
1833,1
1834,0
1835,0
1836,1
1837,0
1838,0
1839,1
1840,0
1841,1
1842,0
1843,0
1844,1
1845,1
1846,0
1847,1
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,1
1859,0
1860,0
1861,1
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,1
1869,0
1870,1
1871,0
1872,1
1873,0
1874,0
1875,1
1876,1
1877,0
1878,1
1879,0
1880,0
1881,0
1882,1
1883,1
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,1
1891,1
1892,1
1893,0
1894,0
1895,0
1896,1
1897,1
1898,0
1899,1
1900,0
1901,0
1902,0
1903,0
1904,0
1905,0
1906,0
1907,1
1908,0
1909,1
1910,1
1911,1
1912,0
1913,0
1914,0
1915,1
1916,0
1917,1
1918,1
1919,0
1920,0
1921,1
1922,0
1923,0
1924,0
1925,1
1926,1
1927,1
1928,1
1929,0
1930,1
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,1
1946,1
1947,0
1948,0
1949,0
1950,0
1951,1
1952,1
1953,1
1954,1
1955,0
1956,0
1957,1
1958,0
1959,1
1960,0
1961,1
1962,0
1963,0
1964,0
1965,0
1966,1
1967,1
1968,0
1969,1
1970,0
1971,0
1972,1
1973,1
1974,1
1975,1
1976,0
1977,0
1978,0
1979,0
1980,1
1981,1
1982,0
1983,1
1984,1
1985,0
1986,0
1987,1
1988,0
1989,0
1990,0
1991,1
1992,1
1993,1
1994,0
1995,1
1996,1
1997,1
1998,1
1999,0
2000,0
2001,1
2002,0
2003,0
2004,0
2005,0
2006,0
2007,1
2008,1
2009,0
2010,0
2011,0
2012,1
2013,1
2014,1
2015,0
2016,0
2017,0
2018,0
2019,1
2020,1
2021,1
2022,0
2023,1
2024,0
2025,1
2026,0
2027,1
2028,0
2029,1
2030,1
2031,1
2032,1
2033,0
2034,0
2035,0
2036,0
2037,0
2038,1
2039,1
2040,0
2041,0
2042,1
2043,0
2044,0
2045,0
2046,1
2047,0
2048,0
2049,1
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,1
2057,0
2058,1
2059,0
2060,1
2061,0
2062,0
2063,0
2064,0
2065,0
2066,1
2067,0
2068,1
2069,1
2070,1
2071,1
2072,0
2073,1
2074,0
2075,1
2076,0
2077,1
2078,0
2079,1
2080,1
2081,0
2082,1
2083,0
2084,0
2085,1
2086,1
2087,0
2088,0
2089,0
2090,0
2091,1
2092,1
2093,1
2094,1
2095,1
2096,0
2097,0
2098,0
2099,0
2100,0
2101,1
2102,0
2103,0
2104,0
2105,0
2106,1
2107,1
2108,0
2109,0
2110,1
2111,0
2112,0
2113,0
2114,1
2115,1
2116,1
2117,0
2118,1
2119,0
2120,1
2121,0
2122,1
2123,1
2124,1
2125,0
2126,0
2127,1
2128,1
2129,0
2130,1
2131,0
2132,0
2133,1
2134,1
2135,0
2136,1
2137,0
2138,0
2139,1
2140,1
2141,1
2142,0
2143,1
2144,0
2145,0
2146,1
2147,1
2148,1
2149,1
2150,0
2151,0
2152,0
2153,1
2154,0
2155,1
2156,0
2157,0
2158,1
2159,1
2160,0
2161,0
2162,0
2163,1
2164,0
2165,0
2166,0
2167,1
2168,0
2169,0
2170,0
2171,0
2172,1
2173,1
2174,0
2175,1
2176,0
2177,0
2178,1
2179,0
2180,0
2181,1
2182,0
2183,0
2184,1
2185,1
2186,0
2187,0
2188,1
2189,0
2190,1
2191,1
2192,1
2193,0
2194,1
2195,0
2196,1
2197,0
2198,1
2199,1
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,1
2207,1
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,1
2215,0
2216,1
2217,1
2218,1
2219,0
2220,0
2221,0
2222,1
2223,0
2224,1
2225,0
2226,0
2227,1
2228,1
2229,0
2230,1
2231,0
2232,0
2233,0
2234,0
2235,1
2236,1
2237,1
2238,0
2239,0
2240,1
2241,1
2242,0
2243,0
2244,0
2245,1
2246,1
2247,1
2248,0
2249,0
2250,1
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,0
2264,1
2265,0
2266,1
2267,0
2268,1
2269,0
2270,0
2271,0
2272,0
2273,1
2274,1
2275,0
2276,0
2277,1
2278,1
2279,0
2280,1
2281,0
2282,0
2283,1
2284,1
2285,0
2286,0
2287,1
2288,0
2289,0
2290,0
2291,1
2292,0
2293,1
2294,1
2295,1
2296,0
2297,0
2298,1
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,1
2306,0
2307,0
2308,1
2309,1
2310,1
2311,1
2312,0
2313,1
2314,0
2315,0
2316,0
2317,0
2318,1
2319,0
2320,1
2321,0
2322,0
2323,0
2324,1
2325,0
2326,0
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,1
2334,1
2335,0
2336,0
2337,0
2338,0
2339,0
2340,1
2341,1
2342,1
2343,1
2344,0
2345,1
2346,0
2347,0
2348,1
2349,1
2350,1
2351,0
2352,1
2353,0
2354,1
2355,0
2356,0
2357,0
2358,1
2359,0
2360,0
2361,0
2362,1
2363,0
2364,0
2365,0
2366,0
2367,1
2368,1
2369,1
2370,0
2371,1
2372,0
2373,0
2374,0
2375,0
2376,0
2377,1
2378,0
2379,0
2380,1
2381,0
2382,1
2383,0
2384,0
2385,0
2386,1
2387,0
2388,0
2389,0
2390,0
2391,1
2392,0
2393,1
2394,0
2395,1
2396,1
2397,1
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,1
2405,0
2406,1
2407,0
2408,1
2409,0
2410,1
2411,0
2412,1
2413,0
2414,1
2415,0
2416,0
2417,1
2418,0
2419,0
2420,1
2421,1
2422,1
2423,0
2424,0
2425,1
2426,0
2427,0
2428,1
2429,0
2430,0
2431,0
2432,1
2433,1
2434,0
2435,0
2436,0
2437,0
2438,0
2439,0
2440,0
2441,0
2442,0
2443,1
2444,1
2445,1
2446,0
2447,1
2448,0
2449,1
2450,1
2451,0
2452,1
2453,0
2454,0
2455,1
2456,0
2457,1
2458,1
2459,0
2460,0
2461,1
2462,0
2463,1
2464,0
2465,0
2466,0
2467,1
2468,0
2469,0
2470,1
2471,0
2472,0
2473,0
2474,0
2475,1
2476,1
2477,0
2478,0
2479,0
2480,0
2481,0
2482,0
2483,0
2484,1
2485,1
2486,1
2487,1
2488,1
2489,1
2490,1
2491,1
2492,0
2493,1
2494,1
2495,0
2496,1
2497,0
2498,1
2499,0
2500,1
2501,1
2502,0
2503,0
2504,0
2505,1
2506,0
2507,1
2508,0
2509,0
2510,0
2511,1
2512,0
2513,1
2514,0
2515,1
2516,1
2517,0
2518,0
2519,0
2520,0
2521,0
2522,0
2523,1
2524,0
2525,1
2526,1
2527,1
2528,1
2529,1
2530,0
2531,1
2532,0
2533,0
2534,1
2535,0
2536,0
2537,0
2538,1
2539,1
2540,1
2541,0
2542,0
2543,0
2544,1
2545,0
2546,1
2547,1
2548,0
2549,0
2550,0
2551,0
2552,0
2553,1
2554,0
2555,0
2556,1
2557,0
2558,0
2559,0
2560,1
2561,0
2562,0
2563,0
2564,1
2565,0
2566,1
2567,1
2568,1
2569,0
2570,1
2571,0
2572,1
2573,0
2574,1
2575,1
2576,0
2577,1
2578,1
2579,0
2580,0
2581,0
2582,0
2583,0
2584,0
2585,0
2586,0
2587,1
2588,0
2589,0
2590,0
2591,1
2592,0
2593,1
2594,1
2595,0
2596,0
2597,1
2598,0
2599,1
2600,1
2601,1
2602,0
2603,1
2604,1
2605,0
2606,1
2607,0
2608,0
2609,1
2610,1
2611,0
2612,1
2613,1
2614,0
2615,0
2616,1
2617,0
2618,0
2619,0
2620,1
2621,1
2622,1
2623,0
2624,1
2625,1
2626,1
2627,0
2628,0
2629,0
2630,1
2631,0
2632,1
2633,0
2634,0
2635,1
2636,0
2637,0
2638,0
2639,0
2640,1
2641,0
2642,1
2643,0
2644,1
2645,0
2646,0
2647,0
2648,0
2649,0
2650,1
2651,0
2652,1
2653,1
2654,1
2655,0
2656,0
2657,1
2658,1
2659,0
2660,0
2661,0
2662,0
2663,1
2664,0
2665,1
2666,1
2667,0
2668,1
2669,0
2670,1
2671,1
2672,1
2673,0
2674,1
2675,0
2676,0
2677,1
2678,0
2679,0
2680,1
2681,1
2682,1
2683,1
2684,0
2685,1
2686,0
2687,1
2688,0
2689,1
2690,1
2691,0
2692,0
2693,0
2694,0
2695,1
2696,0
2697,1
2698,0
2699,1
2700,1
2701,1
2702,1
2703,1
2704,0
2705,0
2706,0
2707,1
2708,1
2709,1
2710,1
2711,1
2712,1
2713,0
2714,0
2715,1
2716,1
2717,0
2718,1
2719,1
2720,1
2721,0
2722,1
2723,0
2724,0
2725,0
2726,0
2727,1
2728,1
2729,0
2730,1
2731,1
2732,1
2733,0
2734,1
2735,0
2736,1
2737,0
2738,1
2739,1
2740,0
2741,0
2742,1
2743,0
2744,0
2745,1
2746,1
2747,0
2748,1
2749,0
2750,1
2751,0
2752,0
2753,1
2754,1
2755,0
2756,1
2757,1
2758,1
2759,0
2760,1
2761,1
2762,1
2763,0
2764,0
2765,0
2766,0
2767,1
2768,0
2769,0
2770,1
2771,1
2772,1
2773,1
2774,0
2775,1
2776,0
2777,1
2778,1
2779,0
2780,0
2781,0
2782,1
2783,1
2784,1
2785,0
2786,1
2787,0
2788,0
2789,1
2790,0
2791,1
2792,1
2793,0
2794,0
2795,0
2796,0
2797,0
2798,0
2799,0
2800,0
2801,1
2802,1
2803,0
2804,0
2805,1
2806,0
2807,0
2808,1
2809,0
2810,0
2811,1
2812,0
2813,0
2814,0
2815,0
2816,1
2817,1
2818,0
2819,0
2820,0
2821,1
2822,0
2823,0
2824,0
2825,0
2826,0
2827,0
2828,0
2829,1
2830,0
2831,0
2832,0
2833,1
2834,1
2835,0
2836,0
2837,0
2838,0
2839,1
2840,0
2841,1
2842,1
2843,0
2844,1
2845,0
2846,0
2847,0
2848,1
2849,1
2850,0
2851,0
2852,1
2853,0
2854,0
2855,0
2856,0
2857,0
2858,1
2859,0
2860,1
2861,0
2862,1
2863,1
2864,0
2865,1
2866,1
2867,0
2868,1
2869,0
2870,0
2871,0
2872,0
2873,0
2874,0
2875,1
2876,0
2877,0
2878,1
2879,0
2880,0
2881,1
2882,0
2883,0
2884,0
2885,1
2886,0
2887,1
2888,0
2889,0
2890,1
2891,0
2892,1
2893,1
2894,0
2895,1
2896,0
2897,1
2898,0
2899,0
2900,0
2901,0
2902,0
2903,0
2904,1
2905,1
2906,0
2907,0
2908,0
2909,1
2910,0
2911,0
2912,0
2913,0
2914,0
2915,1
2916,1
2917,0
2918,0
2919,0
2920,0
2921,1
2922,0
2923,0
2924,0
2925,1
2926,0
2927,1
2928,1
2929,1
2930,1
2931,0
2932,1
2933,1
2934,1
2935,1
2936,0
2937,1
2938,1
2939,0
2940,1
2941,0
2942,1
2943,0
2944,1
2945,1
2946,0
2947,0
2948,0
2949,0
2950,1
2951,0
2952,0
2953,0
2954,1
2955,1
2956,1
2957,0
2958,0
2959,0
2960,0
2961,1
2962,1
2963,0
2964,0
2965,1
2966,0
2967,0
2968,1
2969,1
2970,0
2971,0
2972,0
2973,0
2974,0
2975,0
2976,1
2977,0
2978,1
2979,0
2980,0
2981,0
2982,1
2983,1
2984,1
2985,1
2986,1
2987,0
2988,0
2989,1
2990,1
2991,0
2992,0
2993,0
2994,0
2995,1
2996,0
2997,0
